Recipe,Name,Amount,Unit
Stegte sild med rabarbersylt,Salatost i tern,100,g
Stegte sild med rabarbersylt,Fintsnittet spidskål,300,g
Stegte sild med rabarbersylt,Fintklippet purløg,0,5,½dl
Stegte sild med rabarbersylt,Friskkværnet peber,0,stk
Stegte sild med rabarbersylt,Rensede ferske dobbelt sildefileter ca. 500 g,8,stk
Stegte sild med rabarbersylt,Groft salt,0,75,¾tsk
Stegte sild med rabarbersylt,Friskkværnet peber,1,tsk
Stegte sild med rabarbersylt,Fintklippet purløg,1,dl
Stegte sild med rabarbersylt,Groft rugmel ca. 1½ dl,75,g
Stegte sild med rabarbersylt,Smør,50,g
Stegte sild med rabarbersylt,Kartofler - koges,1,kg
Svineskanke med øl-sennep,Gule sennepsfrø,75,g
Svineskanke med øl-sennep,Piskefløde,1,25,¼dl
Svineskanke med øl-sennep,Hvidtøl,1,25,¼dl
Svineskanke med øl-sennep,Æbleeddike,0,5,½spsk
Svineskanke med øl-sennep,Honning,1,5,½spsk
Svineskanke med øl-sennep,Groft salt,0,5,½tsk
Svineskanke med øl-sennep,Blødt smør,50,g
Svineskanke med øl-sennep,Finthakket frisk timian,2,spsk
Svineskanke med øl-sennep,Guler sennepsfrø,1,spsk
Svineskanke med øl-sennep,Groft salt,1,spsk
Svineskanke med øl-sennep,Store eller 4 små griseskanke med svær ca. 6 kg,3,stk
Svineskanke med øl-sennep,Groft salt,1,spsk
Svineskanke med øl-sennep,Vand,0,5,½liter
Svineskanke med øl-sennep,Fintsnittet hvidkål,400,g
Svineskanke med øl-sennep,Æbler i mindre stykker og hertil,200,g
Svineskanke med øl-sennep,Groft rugbrød,360,g
Svineskanke med øl-sennep,Syltede agurker,150,g
Kyllingekødboller i citronsauce,Hakket kyllingekød,400,g
Kyllingekødboller i citronsauce,Finthakket top af forårsløg,3,spsk
Kyllingekødboller i citronsauce,Groft salt,0,75,¾tsk
Kyllingekødboller i citronsauce,Friskkværnet peber,0,stk
Kyllingekødboller i citronsauce,Æg,1,stk
Kyllingekødboller i citronsauce,Mælk,0,5,½dl
Kyllingekødboller i citronsauce,Havregryn ca. 1½ dl,60,g
Kyllingekødboller i citronsauce,Vand,1,5,½liter
Kyllingekødboller i citronsauce,Groft salt,1,5,½tsk
Kyllingekødboller i citronsauce,Mælkesauce,0,5,½liter
Kyllingekødboller i citronsauce,Friskpresset citronsaft,2,spsk
Kyllingekødboller i citronsauce,Groft salt,0,5,½tsk
Kyllingekødboller i citronsauce,Agurker i mundrette stykker ca. 500 g,2,stk
Kyllingekødboller i citronsauce,Fintrevet frisk ingefær,1,5,½spsk
Kyllingekødboller i citronsauce,Koldpresset rapsolie,2,tsk
Kyllingekødboller i citronsauce,Groft salt,0,75,¾tsk
Kyllingekødboller i citronsauce,Ærteskud,2,dl
Kyllingekødboller i citronsauce,Tørrede fuldkornsnudler - koges,250,g
Kyllingekødboller i citronsauce,Forårsløg i tynde ringe ca. 100 g,1,bundt
Kyllingekødboller i citronsauce,Finthakket top af forårsløg,0,stk
Smoothie bowl med skyr  skovbær og chiafrø,Frosne bananer i skiver ca. 275 g,2,stk
Smoothie bowl med skyr  skovbær og chiafrø,Yoghurt med skovbær,2,dl
Smoothie bowl med skyr  skovbær og chiafrø,Frosne skovbær,125,g
Smoothie bowl med skyr  skovbær og chiafrø,Friskpresset citronsaft,2,spsk
Smoothie bowl med skyr  skovbær og chiafrø,Fintrevet citronskal usprøjtet,1,tsk
Smoothie bowl med skyr  skovbær og chiafrø,Vaniljepulver,0,5,½tsk
Smoothie bowl med skyr  skovbær og chiafrø,Blåbær,50,g
Smoothie bowl med skyr  skovbær og chiafrø,Hindbær,50,g
Smoothie bowl med skyr  skovbær og chiafrø,Chiafrø,1,spsk
Smoothie bowl med skyr  skovbær og chiafrø,Mynteblade,0,stk
Smoothie bowl med skyr  skovbær og chiafrø,Blomster,0,stk
Hindbærispinde med yoghurt,Friske eller frosne hindbær,200,g
Hindbærispinde med yoghurt,Piskefløde,2,5,½dl
Hindbærispinde med yoghurt,Glukosesirup,1,5,½dl
Hindbærispinde med yoghurt,Æggeblommer,4,stk
Hindbærispinde med yoghurt,Flormelis ca. 2 dl,100,g
Hindbærispinde med yoghurt,Græsk yoghurt,200,g
Hindbærispinde med yoghurt,12-14 ispindeforme og ispinde,0,stk
Kartoffelcurry med blomkål og koriander,Korianderfrø,2,tsk
Kartoffelcurry med blomkål og koriander,Rapsolie,1,spsk
Kartoffelcurry med blomkål og koriander,Grofthakkede løg ca. 200 g,2,stk
Kartoffelcurry med blomkål og koriander,Vand,2,dl
Kartoffelcurry med blomkål og koriander,Skrubbede eller skrællede kartofler i 2 x 2 cm tern,750,g
Kartoffelcurry med blomkål og koriander,Rød karrypasta,2,spsk
Kartoffelcurry med blomkål og koriander,Skyllede tørrede røde linser ca. 1¼ dl,100,g
Kartoffelcurry med blomkål og koriander,Blomkål i buketter,200,g
Kartoffelcurry med blomkål og koriander,Cherrytomater i halve,250,g
Kartoffelcurry med blomkål og koriander,Light kokosmælk ca. 4 dl,1,dåse
Kartoffelcurry med blomkål og koriander,Honning,1,tsk
Kartoffelcurry med blomkål og koriander,Groft salt,1,75,¾tsk
Kartoffelcurry med blomkål og koriander,Hytteost,200,g
Kartoffelcurry med blomkål og koriander,Frisk koriander,3,dl
Kartoffelcurry med blomkål og koriander,Rød chilipeber i tynde ringe,1,stk
Kartoffelcurry med blomkål og koriander,Limefrugt i både,1,stk
Kartoffelcurry med blomkål og koriander,Naanbrød,250,g
Uldne kartofler,Skrællede melede kartofler,1,kg
Uldne kartofler,Vand vand,0,75,¾liter
Uldne kartofler,Smør,50,g
Uldne kartofler,Små knuste fed hvidløg,3,stk
Uldne kartofler,Groft salt,0,5,½tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Creme fraiche,2,5,½dl
Grillet kylling med saltkartofler og limekrydrede grøntsager,Finthakket rød peberfrugt,50,g
Grillet kylling med saltkartofler og limekrydrede grøntsager,Koncentreret tomatpuré,1,spsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Groft salt,1,tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Mild paprika,1,tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Stødt chili,0,75,¾tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Cayennepeber,0,5,½tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Sukker,0,5,½tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Vand,1,liter
Grillet kylling med saltkartofler og limekrydrede grøntsager,Groft salt ca. 225 g,1,75,¾dl
Grillet kylling med saltkartofler og limekrydrede grøntsager,Skrubbede små kartofler med skræl,1,kg
Grillet kylling med saltkartofler og limekrydrede grøntsager,Rensede kyllingeinderfileter,500,g
Grillet kylling med saltkartofler og limekrydrede grøntsager,Røde peberfrugter i brede strimler ca. 250 g,2,stk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Grønne peberfrugter i brede strimler ca. 200 g,2,stk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Rødløg i tykke både ca. 150 g,2,stk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Rapsolie,1,spsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Groft salt,0,5,½tsk
Grillet kylling med saltkartofler og limekrydrede grøntsager,Friskpresset limesaft,1,spsk
Grøntsager med persillesovs og stegt flæsk,Smør,10,g
Grøntsager med persillesovs og stegt flæsk,Grisebryst af stegestykket i skiver,200,g
Grøntsager med persillesovs og stegt flæsk,Groft salt,0,25,¼tsk
Grøntsager med persillesovs og stegt flæsk,Smør,20,g
Grøntsager med persillesovs og stegt flæsk,Gulerødder i 5 cm stykker ca. 350 g,5,stk
Grøntsager med persillesovs og stegt flæsk,Porrer i 5 cm stykker ca. 400 g,3,stk
Grøntsager med persillesovs og stegt flæsk,Groft salt,1,tsk
Grøntsager med persillesovs og stegt flæsk,Hvedemel,2,5,½spsk
Grøntsager med persillesovs og stegt flæsk,Mælk,2,5,½dl
Grøntsager med persillesovs og stegt flæsk,Grøntsagsbouillon,2,5,½dl
Grøntsager med persillesovs og stegt flæsk,Smør,15,g
Grøntsager med persillesovs og stegt flæsk,Grofthakket frisk kruspersille - også finthakkede stilke,2,dl
Grøntsager med persillesovs og stegt flæsk,Groft salt,0,5,½tsk
Grøntsager med persillesovs og stegt flæsk,Friskkværnet peber,0,stk
Grøntsager med persillesovs og stegt flæsk,Kogte kartofler,1,kg
Amagerburger med hjemmelavet remoulade,Kvark,200,g
Amagerburger med hjemmelavet remoulade,Æggeblommer,2,stk
Amagerburger med hjemmelavet remoulade,Sød fransk sennep,1,spsk
Amagerburger med hjemmelavet remoulade,Groft salt,0,5,½tsk
Amagerburger med hjemmelavet remoulade,Friskkværnet peber,0,stk
Amagerburger med hjemmelavet remoulade,Pillede løg ca. 100 g,2,stk
Amagerburger med hjemmelavet remoulade,Syltede agurker,150,g
Amagerburger med hjemmelavet remoulade,Groftrevne gulerødder ca. 200 g,2,stk
Amagerburger med hjemmelavet remoulade,Uskrællet æble i små tern ca. 100 g,1,stk
Amagerburger med hjemmelavet remoulade,Hakket oksekød ca. 6% fedt,500,g
Amagerburger med hjemmelavet remoulade,Groft salt,0,25,¼tsk
Amagerburger med hjemmelavet remoulade,Friskkværnet peber,0,stk
Amagerburger med hjemmelavet remoulade,Ristet fuldkornsrugbrød,4,skiver
Amagerburger med hjemmelavet remoulade,Salatblade fx iceberg ca. 75 g,4,stk
Amagerburger med hjemmelavet remoulade,Ristet landbrød,4,skiver
Tørrede æble- og pæreringe,Syrlige æbler,5,stk
Tørrede æble- og pæreringe,Faste modne pærer,5,stk
Tørrede æble- og pæreringe,Friskpresset citronsaft,2,spsk
Frugt i gele,Husblas,4,blade
Frugt i gele,Beaumes de venise Muscat,4,dl
Frugt i gele,Meloner i små tern,200,g
Frugt i gele,Friske bær fx hindbær og blåbær,200,g
Frugt i gele,Kold vaniljesauce,0,5,½liter
Frugt i gele,Friske bær,0,stk
Frugt i gele,Skovsyre,0,stk
Berlinere,Mælk,3,dl
Berlinere,Sukker,100,g
Berlinere,Smør,100,g
Berlinere,Vaniljestang kornene heraf eller vaniljepasta i tilsvarende mængde,1,stk
Berlinere,Revet citronskal usprøjtet,1,spsk
Berlinere,Groft salt,1,tsk
Berlinere,Gær,25,g
Berlinere,Æg,2,stk
Berlinere,Hvedemel,650,g
Berlinere,Hvedemel til udrulning,25,g
Berlinere,Fritureolie eller rapsolie,1,liter
Berlinere,Hindbærmarmelade,150,g
Pull-apart kanelbrød,Smør,100,g
Pull-apart kanelbrød,Mælk,2,5,½dl
Pull-apart kanelbrød,Gær,25,g
Pull-apart kanelbrød,Æg,2,stk
Pull-apart kanelbrød,Hvedemel,600,g
Pull-apart kanelbrød,Stødt kardemomme,2,tsk
Pull-apart kanelbrød,Groft salt,1,tsk
Pull-apart kanelbrød,Blødt smør,150,g
Pull-apart kanelbrød,Brun farin,100,g
Pull-apart kanelbrød,Stødt kanel,3,spsk
Pull-apart kanelbrød,Æg til pensling,0,stk
Pull-apart kanelbrød,Flormelis,1,dl
Pull-apart kanelbrød,Vand,2,tsk
Piementos de padrón,Padrón pebre,20,stk
Piementos de padrón,Olivenolie,1,spsk
Piementos de padrón,Flagesalt,1,spsk
Cheese pasta,Skyllede cherrytomater,0,5,½kg
Cheese pasta,Salatost i et stykke,250,g
Cheese pasta,Rødløg i tynde både ca. 150 g,2,stk
Cheese pasta,Fed hvidløg i tynde skiver,2,stk
Cheese pasta,Olivenolie,2,tsk
Cheese pasta,Evt. et nip groft salt osten er ret salt så vær forsigtig,0,stk
Cheese pasta,Friskkværnet peber,0,stk
Cheese pasta,Evt. lidt frisk eller tørret timian og chili,0,stk
Cheese pasta,Frisk grøn pasta,250,g
Cheese pasta,Vand,2,liter
Cheese pasta,Groft salt,1,spsk
Cheese pasta,Friske spinatblade,100,g
Cheese pasta,Sorte oliven,75,g
Cheese pasta,Groft brød,250,g
Sildemad,Karrysalat eller æggesalat,150,g
Sildemad,Creme fraiche et andet syrnet produkt eller mayonnaise,1,dl
Sildemad,Grofthakkede hårdkogte æg,1,-
Sildemad,Cornichoner i små tern,2,-
Sildemad,Æble i tern kan udelades,1,stk
Sildemad,Karry,1,spsk
Sildemad,Groft salt,0,5,½tsk
Sildemad,Groft rugbrød,4,skiver
Sildemad,Marinerede sild,4,stk
Sildemad,Rødløg i ringe,1,stk
Sildemad,Klippede friske krydderurter fx karse og purløg,0,stk
Torsk i folie med frisk spinat og hvidvinssauce,Smør,15,g
Torsk i folie med frisk spinat og hvidvinssauce,Skyllede babyspinatblade,2,liter
Torsk i folie med frisk spinat og hvidvinssauce,Groft salt,0,5,½tsk
Torsk i folie med frisk spinat og hvidvinssauce,Friskkværnet peber,0,stk
Torsk i folie med frisk spinat og hvidvinssauce,Torskefilet uden skind,400,g
Torsk i folie med frisk spinat og hvidvinssauce,Semidried tomater i strimler,25,g
Torsk i folie med frisk spinat og hvidvinssauce,Gulerod i strimler ca. 75 g,1,stk
Torsk i folie med frisk spinat og hvidvinssauce,Groft salt,0,5,½tsk
Torsk i folie med frisk spinat og hvidvinssauce,Friskkværnet peber,0,stk
Torsk i folie med frisk spinat og hvidvinssauce,Smør,15,g
Torsk i folie med frisk spinat og hvidvinssauce,Finthakkede skalotteløg ca. 100 g,4,stk
Torsk i folie med frisk spinat og hvidvinssauce,Store finthakkede fed hvidløg,2,stk
Torsk i folie med frisk spinat og hvidvinssauce,Tør hvidvin fx riesling,3,dl
Torsk i folie med frisk spinat og hvidvinssauce,Piskefløde,2,dl
Torsk i folie med frisk spinat og hvidvinssauce,Majsstivelse fx maizena,2,tsk
Torsk i folie med frisk spinat og hvidvinssauce,Vand,2,tsk
Torsk i folie med frisk spinat og hvidvinssauce,Groft salt,1,tsk
Torsk i folie med frisk spinat og hvidvinssauce,Friskkværnet peber,0,stk
Torsk i folie med frisk spinat og hvidvinssauce,Frisk pasta fx fettuccine,175,g
Torsk i folie med frisk spinat og hvidvinssauce,Vand,1,5,½liter
Torsk i folie med frisk spinat og hvidvinssauce,Groft salt,1,5,½tsk
Torsk i folie med frisk spinat og hvidvinssauce,Grofthakkede saltede pistacienøddekerner,0,stk
Stuvede porrer,Rensede porrer,500,g
Stuvede porrer,Smør,25,g
Stuvede porrer,Madlavningsfløde,2,5,½dl
Stuvede porrer,Groft salt,0,5,½tsk
Stuvede porrer,Friskkværnet peber,0,stk
Stuvede porrer,Friskpresset citronsaft,1,tsk
Stuvede porrer,Evt. et drys krydderurter eller porretop,0,stk
Islagkage med saltkaramel,Kakaokiks med vaniljecreme fx oreo,300,g
Islagkage med saltkaramel,Smør - smeltet,50,g
Islagkage med saltkaramel,Æggeblommer,4,stk
Islagkage med saltkaramel,Sukker ca. 1 dl,85,g
Islagkage med saltkaramel,Piskefløde,0,5,½liter
Islagkage med saltkaramel,Flækket vaniljestang,1,stk
Islagkage med saltkaramel,Dulce de leche,400,g
Islagkage med saltkaramel,Flagesalt,1,5,½tsk
Hindbærtærte,Koldt smør i tern,125,g
Hindbærtærte,Hvedemel ca. 2 dl,125,g
Hindbærtærte,Havregryn,1,dl
Hindbærtærte,Sukker,2,spsk
Hindbærtærte,Æggeblomme,1,stk
Hindbærtærte,Sukker ca. 1½ dl,125,g
Hindbærtærte,Æg,2,stk
Hindbærtærte,Piskefløde,1,dl
Hindbærtærte,Hvedemel,2,spsk
Hindbærtærte,Vaniljesukker,1,tsk
Hindbærtærte,Hindbær,150,g
Hindbærtærte,Hindbær,125,g
Hindbærtærte,Piskefløde - letpisket,1,5,½dl
Vegetarfrikadeller med paneer og rød pestosauce,Mælk eller sødmælk,1,liter
Vegetarfrikadeller med paneer og rød pestosauce,Friskpresset citronsaft,0,5,½spsk
Vegetarfrikadeller med paneer og rød pestosauce,Groft salt,0,5,½tsk
Vegetarfrikadeller med paneer og rød pestosauce,Finthakket løg ca. 75 g,1,stk
Vegetarfrikadeller med paneer og rød pestosauce,Små finthakkede fed hvidløg,2,stk
Vegetarfrikadeller med paneer og rød pestosauce,Tomatpesto,1,spsk
Vegetarfrikadeller med paneer og rød pestosauce,Æg,1,stk
Vegetarfrikadeller med paneer og rød pestosauce,Finvalsede havregryn,2,spsk
Vegetarfrikadeller med paneer og rød pestosauce,Hvedemel,2,spsk
Vegetarfrikadeller med paneer og rød pestosauce,Groft salt,1,tsk
Vegetarfrikadeller med paneer og rød pestosauce,Smør,15,g
Vegetarfrikadeller med paneer og rød pestosauce,Madlavningsfløde,2,5,½dl
Vegetarfrikadeller med paneer og rød pestosauce,Tomatpesto,3,spsk
Vegetarfrikadeller med paneer og rød pestosauce,Groft salt,1,tsk
Vegetarfrikadeller med paneer og rød pestosauce,Kartofler - koges,1,kg
Vegetarfrikadeller med paneer og rød pestosauce,Blandet salat fx babysalatblade grønne bønner agurk og rødløg,520,g
Boghvedepandekager med pærekompot,Skrællede pærer i tern fx conference ca. 500 g,4,stk
Boghvedepandekager med pærekompot,Fintrevet frisk ingefær,1,spsk
Boghvedepandekager med pærekompot,Fintrevet limeskal usprøjtet,2,tsk
Boghvedepandekager med pærekompot,Akaciehonning,2,spsk
Boghvedepandekager med pærekompot,Vand,1,spsk
Boghvedepandekager med pærekompot,Citrontimianblade,2,tsk
Boghvedepandekager med pærekompot,Hvedemel ca. 2 dl,125,g
Boghvedepandekager med pærekompot,Boghvedeflager ca. 2 dl,80,g
Boghvedepandekager med pærekompot,Groft salt,1,tsk
Boghvedepandekager med pærekompot,Mælk,3,dl
Boghvedepandekager med pærekompot,Æg,4,stk
Boghvedepandekager med pærekompot,Akaciehonning,1,5,½spsk
Boghvedepandekager med pærekompot,Smør - smeltet,100,g
Boghvedepandekager med pærekompot,Friskpresset limesaft,2,spsk
Boghvedepandekager med pærekompot,Akaciehonning,2,spsk
Boghvedepandekager med pærekompot,Piskefløde,0,25,¼liter
Boghvedepandekager med pærekompot,Stilke af citrontimian,0,stk
Rødbedesuppe,Grøntsagsbouillon,1,25,¼liter
Rødbedesuppe,Skrællede rødbeder i grove stykker,800,g
Rødbedesuppe,Skrællede melede kartofler i grove stykker,150,g
Rødbedesuppe,Rødløg i grove stykker ca. 225 g,3,stk
Rødbedesuppe,Små pillede fed hvidløg,2,stk
Rødbedesuppe,Rødvinseddike,4,tsk
Rødbedesuppe,Sukker,1,tsk
Rødbedesuppe,Groft salt,2,tsk
Rødbedesuppe,Friskkværnet peber,0,stk
Rødbedesuppe,Creme fraiche,2,5,½dl
Rødbedesuppe,Finthakket rødløg ca. 75 g,1,stk
Rødbedesuppe,Ristet groft brød,300,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Hakket oksekød ca. 6% fedt,300,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Groft salt,1,tsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Mild paprika,0,25,¼tsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Friskkværnet peber,0,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Æggehvide,1,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Hytteost,50,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Groftrevede gulerødder ca. 100 g,2,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Finthakket rødløg ca. 100 g,1,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Finthakket bredbladet persille,1,dl
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Finthakkede kapers,1,spsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Små finthakkede fed hvidløg,2,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Rapsolie,1,spsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Vand,1,dl
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Gulerødder i grove tern ca. 100 g,2,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Melede kartofler i grove tern ca. 100 g,2,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Flåede tomater ca. 400 g,1,dåse
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Grofthakket bananskalotteløg ca. 50 g,1,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Små finthakkede fed hvidløg,2,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Koncentreret tomatpuré,0,5,½spsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Ansjosfileter,25,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Creme fraiche 38%,0,5,½dl
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Groftkværnet peber,0,stk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Vand,3,liter
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Groft salt,1,spsk
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Frisk pasta fx fettuccine,400,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Cherrytomater i kvarte,100,g
Oksekødsfrikadeller med cremet tomatsauce og frisk pasta,Grøn squash i grove tern ca. 100 g,0,5,½
Kartoffelsalat med æg og oliven,Skrubbede små kartofler i halve,1,kg
Kartoffelsalat med æg og oliven,Vand,1,liter
Kartoffelsalat med æg og oliven,Olivenolie,0,5,½spsk
Kartoffelsalat med æg og oliven,Groft salt,0,5,½tsk
Kartoffelsalat med æg og oliven,Dampet broccoli i buketter,400,g
Kartoffelsalat med æg og oliven,Finthakkede rødløg ca. 100 g,2,stk
Kartoffelsalat med æg og oliven,Skyllet feldsalat,100,g
Kartoffelsalat med æg og oliven,Salatost i tern,200,g
Kartoffelsalat med æg og oliven,Grønne oliven uden sten,75,g
Kartoffelsalat med æg og oliven,Hårdkogte æg i både,2,stk
Kartoffelsalat med æg og oliven,Olivenolie,0,5,½spsk
Kartoffelsalat med æg og oliven,Friskkværnet peber,0,stk
Kartoffelsalat med æg og oliven,Grovbrød - evt. ristet,240,g
Ostegratinerede fiskefileter,Rødspættefileter,500,g
Ostegratinerede fiskefileter,Tør hvidvin,1,5,½dl
Ostegratinerede fiskefileter,Groft salt,0,5,½tsk
Ostegratinerede fiskefileter,Rejer,180,g
Ostegratinerede fiskefileter,Champignoner,500,g
Ostegratinerede fiskefileter,Smør,50,g
Ostegratinerede fiskefileter,Piskefløde,0,25,¼liter
Ostegratinerede fiskefileter,Hvedemel,1,tsk
Ostegratinerede fiskefileter,Groft salt,0,5,½tsk
Ostegratinerede fiskefileter,Friskkværnet hvid peber,0,stk
Ostegratinerede fiskefileter,Evt. lidt friskpresset citronsaft,0,stk
